idd_pol_policy,idd_cus_customer,idd_prd_product,d_cov_start,d_cov_end,amt_written_premium,cov_days_total,cov_days_elapsed,amt_earned_premium
P-2023-001415,100224,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-11-30,2025-03-26,393.61,483.0,483,393.61
P-2023-001429,100182,a2a38920c9919e09c8703d8892080502,2023-10-12,2024-09-11,52.41,336.0,336,52.41
P-2023-001461,100445,3ef69f90a5178021fa2875bdb7700d8e,2023-01-29,2024-03-07,161.01,404.0,404,161.01
P-2023-001467,100400,7f89c4cd954b7f708ce420be328cebb4,2023-09-18,2024-08-09,84.94,327.0,327,84.94
P-2023-001504,100472,eb1f8989a62d585d97875883da198e51,2023-04-08,2024-03-13,164.1,341.0,341,164.1
P-2023-001519,100727,ee203b1703de1595784024279eff985b,2023-06-17,2024-08-10,212.72,421.0,421,212.72
P-2023-001525,100898,a2a38920c9919e09c8703d8892080502,2023-08-17,2025-01-20,26.21,523.0,523,26.21
P-2023-001578,100528,7f89c4cd954b7f708ce420be328cebb4,2023-01-19,2023-12-08,75.54,324.0,324,75.54
P-2023-001678,100848,ee203b1703de1595784024279eff985b,2023-04-22,2024-04-14,93.68,359.0,359,93.68
P-2023-001717,100241,3ef69f90a5178021fa2875bdb7700d8e,2023-02-09,2023-11-11,115.94,276.0,276,115.94
P-2023-001806,100331,a2a38920c9919e09c8703d8892080502,2023-03-16,2024-03-09,31.61,360.0,360,31.61
P-2023-001883,100406,3c66679311c1abec9d9192d01ce26f07,2023-04-16,2024-03-13,455.1,333.0,333,455.1
P-2023-001955,100939,ee203b1703de1595784024279eff985b,2023-02-16,2024-04-05,119.04,415.0,415,119.04
P-2023-001972,100314,eb1f8989a62d585d97875883da198e51,2023-02-13,2024-01-19,71.79,341.0,341,71.79
P-2023-002011,100421,eb1f8989a62d585d97875883da198e51,2023-11-27,2024-11-20,61.49,360.0,360,61.49
P-2023-002021,100818,a2a38920c9919e09c8703d8892080502,2023-03-25,2024-06-10,36.7,444.0,444,36.7
P-2023-002057,100349,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-03-22,2024-04-09,504.55,385.0,385,504.55
P-2023-002069,100801,3c66679311c1abec9d9192d01ce26f07,2023-05-09,2024-02-20,288.11,288.0,288,288.11
P-2023-002077,100393,3ef69f90a5178021fa2875bdb7700d8e,2023-10-07,2024-10-20,62.81,380.0,380,62.81
P-2023-002085,100029,dcfcf92bb54103cb27c8801b1960989c,2023-07-16,2024-06-03,209.17,324.0,324,209.17
P-2023-002105,100046,dcfcf92bb54103cb27c8801b1960989c,2023-06-09,2024-09-22,498.4,472.0,472,498.4
P-2023-002113,100846,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-02-27,2024-01-14,745.73,322.0,322,745.73
P-2023-002151,100230,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-10-02,2024-10-17,550.25,382.0,382,550.25
P-2023-002190,100825,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-11,2024-09-08,661.92,426.0,426,661.92
P-2023-002212,100526,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-10,2023-11-25,733.61,320.0,320,733.61
P-2023-002213,100922,ee203b1703de1595784024279eff985b,2023-03-26,2024-03-06,192.04,347.0,347,192.04
P-2023-002224,100372,3ef69f90a5178021fa2875bdb7700d8e,2023-07-09,2024-05-21,116.71,318.0,318,116.71
P-2023-002289,100561,3ef69f90a5178021fa2875bdb7700d8e,2023-01-24,2024-02-18,60.05,391.0,391,60.05
P-2023-002311,100802,eb1f8989a62d585d97875883da198e51,2023-12-03,2024-08-03,38.57,245.0,245,38.57
P-2023-002320,100814,ee203b1703de1595784024279eff985b,2023-07-13,2024-06-09,295.76,333.0,333,295.76
P-2023-002323,100355,3c66679311c1abec9d9192d01ce26f07,2023-02-27,2023-11-26,328.2,273.0,273,328.2
P-2023-002335,100994,3c66679311c1abec9d9192d01ce26f07,2023-06-25,2023-09-30,201.07,98.0,98,201.07
P-2023-002358,100510,eb1f8989a62d585d97875883da198e51,2023-07-03,2024-06-12,39.38,346.0,346,39.38
P-2023-002420,100238,7f89c4cd954b7f708ce420be328cebb4,2023-12-10,2025-01-19,161.51,407.0,407,161.51
P-2023-002499,100776,7f89c4cd954b7f708ce420be328cebb4,2023-10-06,2024-08-25,116.33,325.0,325,116.33
P-2023-002620,100657,3ef69f90a5178021fa2875bdb7700d8e,2023-05-03,2024-05-11,68.14,375.0,375,68.14
P-2023-002670,100787,dcfcf92bb54103cb27c8801b1960989c,2023-11-25,2024-08-30,379.07,280.0,280,379.07
P-2023-002688,100452,a2a38920c9919e09c8703d8892080502,2023-10-23,2024-08-28,36.55,311.0,311,36.55
P-2023-002689,100737,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-04-05,2023-10-16,421.27,195.0,195,421.27
P-2023-002765,100733,7f89c4cd954b7f708ce420be328cebb4,2023-11-05,2024-10-17,95.12,348.0,348,95.12
P-2023-002803,100984,dcfcf92bb54103cb27c8801b1960989c,2023-08-11,2024-06-16,987.1,311.0,311,987.1
P-2023-002817,100090,dcfcf92bb54103cb27c8801b1960989c,2023-12-11,2025-05-01,508.22,508.0,508,508.22
P-2023-002849,100809,7f89c4cd954b7f708ce420be328cebb4,2023-06-11,2024-03-20,68.17,284.0,284,68.17
P-2023-002889,100029,7f89c4cd954b7f708ce420be328cebb4,2023-06-12,2024-10-17,84.89,494.0,494,84.89
P-2023-002905,100219,dcfcf92bb54103cb27c8801b1960989c,2023-02-15,2024-04-06,186.5,417.0,417,186.5
P-2023-002947,100975,a2a38920c9919e09c8703d8892080502,2023-11-13,2024-04-26,49.3,166.0,166,49.3
P-2023-002962,100532,a2a38920c9919e09c8703d8892080502,2023-07-05,2024-08-16,28.76,409.0,409,28.76
P-2023-002981,100027,19bd7beafce7eb141e672aec8fe7d7c3,2023-06-11,2024-03-10,272.18,274.0,274,272.18
P-2024-000006,100170,ee203b1703de1595784024279eff985b,2024-03-15,2025-06-22,274.45,465.0,465,274.45
P-2024-000027,100108,ee203b1703de1595784024279eff985b,2024-07-04,2025-03-09,153.19,249.0,249,153.19
P-2024-000037,100498,19bd7beafce7eb141e672aec8fe7d7c3,2024-05-03,2025-02-17,105.41,291.0,291,105.41
P-2024-000064,100382,ee203b1703de1595784024279eff985b,2024-12-12,2025-11-09,130.63,333.0,263,103.17
P-2024-000105,100397,19bd7beafce7eb141e672aec8fe7d7c3,2024-04-19,2025-07-09,238.18,447.0,447,238.18
P-2024-000159,100404,7f89c4cd954b7f708ce420be328cebb4,2024-10-29,2025-12-29,109.45,427.0,307,78.69
P-2024-000244,100208,19bd7beafce7eb141e672aec8fe7d7c3,2024-08-26,2025-09-10,66.25,381.0,371,64.51
P-2024-000264,100375,3ef69f90a5178021fa2875bdb7700d8e,2024-05-29,2025-02-28,144.55,276.0,276,144.55
P-2024-000299,100254,dcfcf92bb54103cb27c8801b1960989c,2024-10-19,2025-07-29,236.78,284.0,284,236.78
P-2024-000327,100454,7f89c4cd954b7f708ce420be328cebb4,2024-06-18,2025-07-10,49.15,388.0,388,49.15
P-2024-000334,100558,ee203b1703de1595784024279eff985b,2024-03-03,2025-05-29,172.48,453.0,453,172.48
P-2024-000336,100175,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-04-14,2025-06-19,443.82,432.0,432,443.82
P-2024-000370,100922,3c66679311c1abec9d9192d01ce26f07,2024-03-27,2025-06-06,788.3,437.0,437,788.3
P-2024-000376,100050,3c66679311c1abec9d9192d01ce26f07,2024-02-02,2025-01-02,363.59,336.0,336,363.59
P-2024-000442,100554,a2a38920c9919e09c8703d8892080502,2024-07-01,2025-01-15,48.52,199.0,199,48.52
P-2024-000479,100920,3c66679311c1abec9d9192d01ce26f07,2024-05-30,2025-01-18,265.24,234.0,234,265.24
P-2024-000518,100180,ee203b1703de1595784024279eff985b,2024-01-07,2025-01-02,96.36,362.0,362,96.36
P-2024-000534,100138,dcfcf92bb54103cb27c8801b1960989c,2024-07-16,2025-08-09,154.98,390.0,390,154.98
P-2024-000562,100466,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-01-30,2025-05-21,416.45,478.0,478,416.45
P-2024-000603,100861,7f89c4cd954b7f708ce420be328cebb4,2024-05-04,2025-02-18,121.83,291.0,291,121.83
P-2024-000701,100691,ee203b1703de1595784024279eff985b,2024-01-06,2024-12-17,344.02,347.0,347,344.02
P-2024-000719,100256,eb1f8989a62d585d97875883da198e51,2024-10-25,2025-10-20,32.42,361.0,311,27.93
P-2024-000807,100341,7f89c4cd954b7f708ce420be328cebb4,2024-04-18,2025-08-13,100.56,483.0,483,100.56
P-2024-000874,100037,3c66679311c1abec9d9192d01ce26f07,2024-12-26,2025-11-13,857.46,323.0,249,661.01
P-2024-000876,100234,a2a38920c9919e09c8703d8892080502,2024-05-13,2025-03-02,37.91,294.0,294,37.91
P-2024-000890,100220,3c66679311c1abec9d9192d01ce26f07,2024-04-27,2025-03-28,837.16,336.0,336,837.16
P-2024-000892,100437,ee203b1703de1595784024279eff985b,2024-07-18,2025-04-29,215.83,286.0,286,215.83
P-2024-000926,100104,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-09,2025-12-05,561.76,362.0,266,412.78
P-2024-000991,100363,3c66679311c1abec9d9192d01ce26f07,2024-03-26,2025-04-13,255.04,384.0,384,255.04
P-2024-001082,100959,7f89c4cd954b7f708ce420be328cebb4,2024-05-21,2025-03-18,72.18,302.0,302,72.18
P-2024-001100,100215,dcfcf92bb54103cb27c8801b1960989c,2024-04-23,2025-07-22,216.51,456.0,456,216.51
P-2024-001147,100314,3c66679311c1abec9d9192d01ce26f07,2024-10-31,2025-11-28,300.33,394.0,305,232.49
P-2024-001162,100359,ee203b1703de1595784024279eff985b,2024-09-25,2025-04-29,162.79,217.0,217,162.79
P-2024-001179,100173,a2a38920c9919e09c8703d8892080502,2024-12-07,2026-04-06,39.83,486.0,268,21.96
P-2024-001245,100966,a2a38920c9919e09c8703d8892080502,2024-05-06,2025-05-18,22.83,378.0,378,22.83
P-2024-001327,100326,ee203b1703de1595784024279eff985b,2024-03-27,2025-05-13,126.16,413.0,413,126.16
P-2024-001340,100354,a2a38920c9919e09c8703d8892080502,2024-11-04,2026-03-02,31.25,484.0,301,19.43
P-2024-001349,100792,3c66679311c1abec9d9192d01ce26f07,2024-12-20,2026-02-19,572.22,427.0,255,341.72
P-2024-001362,100630,eb1f8989a62d585d97875883da198e51,2024-11-08,2025-11-25,54.57,383.0,297,42.32
P-2024-001408,100306,3c66679311c1abec9d9192d01ce26f07,2024-06-10,2025-08-30,362.0,447.0,447,362.0
P-2024-001418,100287,7f89c4cd954b7f708ce420be328cebb4,2024-11-14,2026-02-14,76.9,458.0,291,48.86
P-2024-001468,100735,3c66679311c1abec9d9192d01ce26f07,2024-02-29,2025-01-03,582.13,310.0,310,582.13
P-2024-001469,100761,eb1f8989a62d585d97875883da198e51,2024-06-29,2025-09-16,37.41,445.0,429,36.06
P-2024-001570,100473,19bd7beafce7eb141e672aec8fe7d7c3,2024-11-17,2025-11-01,180.5,350.0,288,148.53
P-2024-001571,100658,a2a38920c9919e09c8703d8892080502,2024-07-11,2025-09-08,98.89,425.0,417,97.03
P-2024-001610,100207,7f89c4cd954b7f708ce420be328cebb4,2024-04-07,2025-06-23,127.28,443.0,443,127.28
P-2024-001812,100963,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-12,2026-01-26,438.52,411.0,263,280.61
P-2024-001845,100160,19bd7beafce7eb141e672aec8fe7d7c3,2024-03-18,2025-02-10,220.93,330.0,330,220.93
P-2024-001854,100187,7f89c4cd954b7f708ce420be328cebb4,2024-03-14,2024-11-10,29.22,242.0,242,29.22
P-2024-001867,100109,3c66679311c1abec9d9192d01ce26f07,2024-07-18,2025-10-05,490.17,445.0,410,451.62
P-2024-001926,100132,19bd7beafce7eb141e672aec8fe7d7c3,2024-10-25,2025-06-18,242.96,237.0,237,242.96
P-2024-002023,100597,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-13,2025-11-24,527.22,408.0,323,417.38
P-2024-002068,100050,ee203b1703de1595784024279eff985b,2024-08-10,2025-06-14,401.52,309.0,309,401.52
P-2024-002089,100135,dcfcf92bb54103cb27c8801b1960989c,2024-03-12,2024-12-09,312.92,273.0,273,312.92
P-2024-002104,100022,3c66679311c1abec9d9192d01ce26f07,2024-03-16,2024-11-05,861.36,235.0,235,861.36
P-2024-002118,100019,3ef69f90a5178021fa2875bdb7700d8e,2024-09-03,2025-08-25,74.61,357.0,357,74.61
P-2024-002163,100951,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-08,2026-04-27,317.66,506.0,267,167.62
P-2024-002193,100821,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-16,2025-05-14,1561.33,425.0,425,1561.33
P-2024-002205,100355,ee203b1703de1595784024279eff985b,2024-05-01,2025-07-24,181.6,450.0,450,181.6
P-2024-002215,100140,ee203b1703de1595784024279eff985b,2024-03-27,2024-12-08,218.21,257.0,257,218.21
P-2024-002256,100310,dcfcf92bb54103cb27c8801b1960989c,2024-11-05,2025-11-30,245.63,391.0,300,188.46
P-2024-002270,100655,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-09-12,2025-12-14,403.01,459.0,354,310.82
P-2024-002291,100624,3ef69f90a5178021fa2875bdb7700d8e,2024-03-14,2025-01-15,121.9,308.0,308,121.9
P-2024-002307,100820,7f89c4cd954b7f708ce420be328cebb4,2024-11-20,2025-11-15,161.31,361.0,285,127.35
P-2024-002308,100295,dcfcf92bb54103cb27c8801b1960989c,2024-08-12,2025-10-09,138.1,424.0,385,125.4
P-2024-002337,100421,ee203b1703de1595784024279eff985b,2024-10-08,2025-05-17,152.27,222.0,222,152.27
P-2024-002341,100732,19bd7beafce7eb141e672aec8fe7d7c3,2024-07-26,2024-12-27,219.9,155.0,155,219.9
P-2024-002352,100799,a2a38920c9919e09c8703d8892080502,2024-01-10,2024-12-29,38.73,355.0,355,38.73
P-2024-002390,100269,3c66679311c1abec9d9192d01ce26f07,2024-11-02,2025-10-20,144.87,353.0,303,124.35
P-2024-002531,100214,eb1f8989a62d585d97875883da198e51,2024-06-25,2025-05-18,60.71,328.0,328,60.71
P-2024-002557,100435,dcfcf92bb54103cb27c8801b1960989c,2024-04-13,2024-12-02,1015.92,234.0,234,1015.92
P-2024-002558,100853,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-02,2025-01-06,310.93,371.0,371,310.93
P-2024-002563,100923,7f89c4cd954b7f708ce420be328cebb4,2024-01-13,2025-01-21,66.23,375.0,375,66.23
P-2024-002576,100498,dcfcf92bb54103cb27c8801b1960989c,2024-09-10,2025-06-14,725.88,278.0,278,725.88
P-2024-002602,100163,eb1f8989a62d585d97875883da198e51,2024-10-18,2025-10-11,46.23,359.0,318,40.95
P-2024-002627,100674,ee203b1703de1595784024279eff985b,2024-08-10,2026-01-07,166.12,516.0,387,124.59
P-2024-002655,100888,3ef69f90a5178021fa2875bdb7700d8e,2024-07-18,2025-07-17,103.86,365.0,365,103.86
P-2024-002658,100536,19bd7beafce7eb141e672aec8fe7d7c3,2024-07-23,2025-09-07,139.15,412.0,405,136.79
P-2024-002715,100160,eb1f8989a62d585d97875883da198e51,2024-04-23,2025-08-02,54.33,467.0,467,54.33
P-2024-002855,100214,ee203b1703de1595784024279eff985b,2024-09-11,2025-06-22,110.15,285.0,285,110.15
P-2024-002858,100031,3ef69f90a5178021fa2875bdb7700d8e,2024-12-10,2025-11-03,146.67,329.0,265,118.14
P-2024-002862,100477,ee203b1703de1595784024279eff985b,2024-09-15,2025-12-15,437.41,457.0,351,335.95
P-2024-002993,100174,3ef69f90a5178021fa2875bdb7700d8e,2024-09-16,2025-12-22,98.38,463.0,350,74.37
P-2025-000039,100892,a2a38920c9919e09c8703d8892080502,2025-05-26,2026-10-17,75.9,510.0,98,14.58
P-2025-000078,100561,7f89c4cd954b7f708ce420be328cebb4,2025-04-24,2025-12-20,122.98,241.0,130,66.34
P-2025-000197,100486,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-05-25,2026-04-20,515.33,331.0,99,154.13
P-2025-000270,100769,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-04,2026-02-02,563.44,364.0,209,323.51
P-2025-000473,100863,eb1f8989a62d585d97875883da198e51,2025-01-26,2026-05-03,70.31,463.0,218,33.1
P-2025-000811,100207,19bd7beafce7eb141e672aec8fe7d7c3,2025-04-28,2026-07-05,244.68,434.0,126,71.04
P-2025-000857,100895,3c66679311c1abec9d9192d01ce26f07,2025-05-27,2026-07-09,316.05,409.0,97,74.96
P-2025-000988,100226,3ef69f90a5178021fa2875bdb7700d8e,2025-04-11,2026-02-28,67.45,324.0,143,29.77
P-2025-001022,100843,dcfcf92bb54103cb27c8801b1960989c,2025-04-03,2025-12-19,351.39,261.0,151,203.29
P-2025-001178,100566,7f89c4cd954b7f708ce420be328cebb4,2025-01-22,2026-02-03,174.87,378.0,222,102.7
P-2025-001180,100303,3c66679311c1abec9d9192d01ce26f07,2025-01-30,2026-08-31,313.43,579.0,214,115.84
P-2025-001305,100556,dcfcf92bb54103cb27c8801b1960989c,2025-03-28,2026-01-06,295.89,285.0,157,163.0
P-2025-001361,100070,3ef69f90a5178021fa2875bdb7700d8e,2025-02-07,2026-02-02,154.33,361.0,206,88.07
P-2025-001416,100693,3c66679311c1abec9d9192d01ce26f07,2025-03-28,2026-08-10,559.71,501.0,157,175.4
P-2025-001498,100732,7f89c4cd954b7f708ce420be328cebb4,2025-03-14,2026-06-04,73.9,448.0,171,28.21
P-2025-001684,100633,3c66679311c1abec9d9192d01ce26f07,2025-05-28,2026-02-19,447.82,268.0,96,160.41
P-2025-001794,100896,3ef69f90a5178021fa2875bdb7700d8e,2025-04-12,2026-09-08,82.23,515.0,142,22.67
P-2025-002044,100957,3ef69f90a5178021fa2875bdb7700d8e,2025-02-10,2026-01-13,66.2,338.0,203,39.76
P-2025-002167,100683,ee203b1703de1595784024279eff985b,2025-01-28,2026-03-11,134.16,408.0,216,71.03
P-2025-002247,100918,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-14,2026-02-19,140.17,371.0,199,75.19
P-2025-002259,100912,eb1f8989a62d585d97875883da198e51,2025-04-29,2026-04-06,28.11,343.0,125,10.24
P-2025-002274,100838,dcfcf92bb54103cb27c8801b1960989c,2025-04-29,2026-06-26,639.35,424.0,125,188.49
P-2025-002297,100250,a2a38920c9919e09c8703d8892080502,2025-03-29,2026-01-27,54.97,305.0,156,28.12
P-2025-002698,100793,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-27,2025-10-14,430.84,230.0,186,348.42
P-2025-002829,100535,dcfcf92bb54103cb27c8801b1960989c,2025-01-17,2026-01-02,524.16,351.0,227,338.99
P-2025-002897,100404,a2a38920c9919e09c8703d8892080502,2025-02-01,2025-11-06,31.92,279.0,212,24.25
P-2023-000029,100628,3ef69f90a5178021fa2875bdb7700d8e,2023-12-17,2024-12-30,85.82,380.0,380,85.82
P-2023-000052,100492,eb1f8989a62d585d97875883da198e51,2023-06-08,2024-09-22,93.94,473.0,473,93.94
P-2023-000110,100390,7f89c4cd954b7f708ce420be328cebb4,2023-08-06,2024-06-08,62.69,308.0,308,62.69
P-2023-000154,100972,dcfcf92bb54103cb27c8801b1960989c,2023-04-17,2024-07-15,307.82,456.0,456,307.82
P-2023-000158,100008,19bd7beafce7eb141e672aec8fe7d7c3,2023-07-11,2024-03-26,245.57,260.0,260,245.57
P-2023-000177,100543,3c66679311c1abec9d9192d01ce26f07,2023-03-27,2024-03-23,457.38,363.0,363,457.38
P-2023-000200,100523,dcfcf92bb54103cb27c8801b1960989c,2023-01-10,2024-06-11,226.81,519.0,519,226.81
P-2023-000282,100368,ee203b1703de1595784024279eff985b,2023-08-27,2024-09-19,310.43,390.0,390,310.43
P-2023-000351,100579,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-13,2024-08-27,517.0,259.0,259,517.0
P-2023-000361,100114,7f89c4cd954b7f708ce420be328cebb4,2023-11-22,2025-03-30,72.94,495.0,495,72.94
P-2023-000375,100520,ee203b1703de1595784024279eff985b,2023-07-11,2024-06-10,107.63,336.0,336,107.63
P-2023-000380,100098,eb1f8989a62d585d97875883da198e51,2023-08-26,2024-09-07,60.37,379.0,379,60.37
P-2023-000384,100165,3c66679311c1abec9d9192d01ce26f07,2023-11-05,2024-10-10,644.48,341.0,341,644.48
P-2023-000427,100627,3c66679311c1abec9d9192d01ce26f07,2023-11-01,2024-05-30,447.06,212.0,212,447.06
P-2023-000449,100099,eb1f8989a62d585d97875883da198e51,2023-06-09,2024-08-07,81.22,426.0,426,81.22
P-2023-000525,100395,3c66679311c1abec9d9192d01ce26f07,2023-06-10,2024-07-11,621.99,398.0,398,621.99
P-2023-000576,100166,7f89c4cd954b7f708ce420be328cebb4,2023-01-17,2023-11-04,83.66,292.0,292,83.66
P-2023-000669,100214,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-13,2023-11-21,299.48,313.0,313,299.48
P-2023-000673,100765,a2a38920c9919e09c8703d8892080502,2023-08-15,2024-09-23,53.75,406.0,406,53.75
P-2023-000702,100559,3c66679311c1abec9d9192d01ce26f07,2023-10-22,2024-09-26,416.91,341.0,341,416.91
P-2023-000704,100791,7f89c4cd954b7f708ce420be328cebb4,2023-06-21,2024-07-03,140.69,379.0,379,140.69
P-2023-000716,100409,ee203b1703de1595784024279eff985b,2023-10-22,2025-02-15,190.5,483.0,483,190.5
P-2023-000738,100194,3ef69f90a5178021fa2875bdb7700d8e,2023-03-28,2023-11-29,74.43,247.0,247,74.43
P-2023-000822,100813,7f89c4cd954b7f708ce420be328cebb4,2023-10-08,2024-07-30,86.22,297.0,297,86.22
P-2023-000837,100540,eb1f8989a62d585d97875883da198e51,2023-07-29,2024-06-18,88.4,326.0,326,88.4
P-2023-000849,100868,a2a38920c9919e09c8703d8892080502,2023-01-18,2024-06-27,61.17,527.0,527,61.17
P-2023-000859,100234,eb1f8989a62d585d97875883da198e51,2023-04-13,2024-04-30,35.18,384.0,384,35.18
P-2023-000882,100493,a2a38920c9919e09c8703d8892080502,2023-09-24,2024-11-18,57.11,422.0,422,57.11
P-2023-000891,100319,3ef69f90a5178021fa2875bdb7700d8e,2023-12-14,2025-02-11,129.8,426.0,426,129.8
P-2023-000981,100820,19bd7beafce7eb141e672aec8fe7d7c3,2023-04-20,2024-05-03,337.42,380.0,380,337.42
P-2023-001033,100318,a2a38920c9919e09c8703d8892080502,2023-06-21,2024-04-20,52.48,305.0,305,52.48
P-2023-001036,100706,7f89c4cd954b7f708ce420be328cebb4,2023-03-26,2024-07-09,53.74,472.0,472,53.74
P-2023-001140,100216,19bd7beafce7eb141e672aec8fe7d7c3,2023-07-23,2024-06-29,403.99,343.0,343,403.99
P-2023-001145,100590,a2a38920c9919e09c8703d8892080502,2023-11-22,2025-02-03,19.01,440.0,440,19.01
P-2023-001248,100722,a2a38920c9919e09c8703d8892080502,2023-02-24,2023-11-13,54.8,263.0,263,54.8
P-2023-001259,100845,3ef69f90a5178021fa2875bdb7700d8e,2023-03-22,2024-03-24,92.89,369.0,369,92.89
P-2023-001356,100617,ee203b1703de1595784024279eff985b,2023-02-27,2024-04-04,144.92,403.0,403,144.92
P-2023-001374,100244,3ef69f90a5178021fa2875bdb7700d8e,2023-12-19,2024-11-29,124.46,347.0,347,124.46
P-2023-001379,100353,19bd7beafce7eb141e672aec8fe7d7c3,2023-06-08,2024-05-18,161.31,346.0,346,161.31
P-2023-001393,100558,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-04-06,2023-10-13,461.83,191.0,191,461.83
P-2023-001478,100609,ee203b1703de1595784024279eff985b,2023-01-07,2023-12-08,222.04,336.0,336,222.04
P-2023-001523,100793,dcfcf92bb54103cb27c8801b1960989c,2023-04-04,2024-04-15,520.63,378.0,378,520.63
P-2023-001549,100091,dcfcf92bb54103cb27c8801b1960989c,2023-10-22,2024-12-30,397.86,436.0,436,397.86
P-2023-001619,100359,3c66679311c1abec9d9192d01ce26f07,2023-02-11,2024-01-18,199.92,342.0,342,199.92
P-2023-001625,100458,7f89c4cd954b7f708ce420be328cebb4,2023-09-08,2024-11-10,80.62,430.0,430,80.62
P-2023-001635,100295,3ef69f90a5178021fa2875bdb7700d8e,2023-01-23,2023-09-03,119.34,224.0,224,119.34
P-2023-001705,100044,ee203b1703de1595784024279eff985b,2023-09-16,2024-07-25,174.88,314.0,314,174.88
P-2023-001740,100864,eb1f8989a62d585d97875883da198e51,2023-01-03,2024-06-04,90.72,519.0,519,90.72
P-2023-001759,100319,a2a38920c9919e09c8703d8892080502,2023-11-22,2024-12-05,11.85,380.0,380,11.85
P-2023-001778,100761,dcfcf92bb54103cb27c8801b1960989c,2023-01-09,2024-03-08,437.62,425.0,425,437.62
P-2023-001835,100547,a2a38920c9919e09c8703d8892080502,2023-01-09,2023-12-11,37.31,337.0,337,37.31
P-2023-001886,100862,ee203b1703de1595784024279eff985b,2023-10-23,2024-05-07,144.25,198.0,198,144.25
P-2023-001952,100534,19bd7beafce7eb141e672aec8fe7d7c3,2023-07-02,2024-06-25,236.87,360.0,360,236.87
P-2023-001977,100454,ee203b1703de1595784024279eff985b,2023-03-12,2023-10-20,216.94,223.0,223,216.94
P-2023-001995,100938,eb1f8989a62d585d97875883da198e51,2023-05-19,2024-04-11,90.58,329.0,329,90.58
P-2023-002055,100708,eb1f8989a62d585d97875883da198e51,2023-09-22,2024-12-01,108.99,437.0,437,108.99
P-2023-002060,100307,3ef69f90a5178021fa2875bdb7700d8e,2023-06-04,2024-09-19,162.44,474.0,474,162.44
P-2023-002101,100648,a2a38920c9919e09c8703d8892080502,2023-01-15,2024-01-14,59.59,365.0,365,59.59
P-2023-002136,100059,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-12,2024-08-28,440.03,444.0,444,440.03
P-2023-002211,100513,ee203b1703de1595784024279eff985b,2023-03-25,2024-03-27,169.29,369.0,369,169.29
P-2023-002244,100323,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-21,2024-09-25,1468.24,433.0,433,1468.24
P-2023-002282,100028,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-29,2023-11-20,1140.48,296.0,296,1140.48
P-2023-002310,100016,ee203b1703de1595784024279eff985b,2023-02-10,2024-03-10,135.76,395.0,395,135.76
P-2023-002326,100315,ee203b1703de1595784024279eff985b,2023-04-10,2024-03-15,175.56,341.0,341,175.56
P-2023-002331,100634,ee203b1703de1595784024279eff985b,2023-03-07,2024-05-27,312.49,448.0,448,312.49
